Study,Prev Score,Sleep,Practice Tests,New Score
4,41,3,3,42
4,73,4,5,62
3,70,4,5,61
2,62,3,3,57
3,46,3,1,32
4,77,3,6,75
5,72,4,3,67
2,51,3,1,34
4,84,5,7,95
3,51,2,2,38
3,58,5,4,48
2,48,1,2,33
4,49,2,2,45
3,56,3,2,54
5,89,7,8,95
6,79,4,5,73
5,78,5,4,75
4,80,4,7,77
2,49,2,2,41
2,51,2,2,42
3,54,2,2,37
6,70,6,6,63
3,54,4,5,45
4,67,4,2,65
3,43,3,2,31
4,75,5,7,81
7,94,9,9,96
3,40,2,1,40
6,97,5,6,89
4,83,4,4,75
6,96,6,5,100
4,73,3,3,71
4,86,4,4,87
3,56,5,3,53
4,78,3,5,70
5,77,3,3,76
5,83,3,3,79
5,90,6,7,95
3,72,4,4,76
9,99,8,9,100
4,60,2,2,50
4,65,3,5,66
5,85,6,7,80
4,75,6,5,79
4,44,4,3,48
5,72,5,3,67
4,40,4,3,44
6,92,4,7,92
3,45,4,2,39
4,76,3,3,61
3,41,2,2,41
4,96,4,6,87
7,92,7,7,95
5,98,6,6,95
5,98,6,8,100
3,44,3,1,35
3,65,3,3,57
5,80,4,4,73
7,90,7,6,84
7,92,7,7,93
6,86,4,6,81
2,52,4,0,50
4,51,3,2,42
1,44,1,-1,24
2,41,3,3,27
6,98,6,7,100
1,43,3,-1,37
6,98,6,6,93
6,66,5,4,65
6,89,4,6,97
4,92,4,7,82
4,49,4,2,40
5,52,4,2,48
6,83,4,5,82
1,41,2,0,36
4,65,5,3,59
2,54,3,2,50
7,85,7,6,83
5,96,4,7,95
4,49,2,1,50
3,61,4,5,62
4,79,3,4,67
3,64,4,5,51
2,54,3,0,52
4,52,4,1,46
3,47,3,3,46
4,60,2,1,60
4,60,2,1,59
5,61,3,5,68
6,85,5,8,90
5,72,4,4,77
4,84,4,7,77
3,66,4,4,59
3,79,5,5,85
7,89,9,7,88
5,61,3,4,56
5,69,3,4,59
4,48,4,1,52
6,84,4,5,79
5,74,4,4,67
5,57,4,3,57
4,81,5,4,74
4,44,5,3,36
5,66,4,6,60
8,96,7,8,97
3,45,2,-1,42
3,71,5,4,60
3,47,4,0,44
4,95,6,6,90
6,78,6,5,74
3,60,4,3,60
3,57,3,2,54
4,53,4,5,45
3,54,5,3,51
5,81,4,6,78
5,65,4,3,69
5,92,6,7,91
4,83,4,5,86
3,71,4,4,60
4,78,3,3,72
5,67,6,5,71
5,99,5,8,99
4,78,5,6,76
4,82,5,3,87
4,71,5,3,71
4,52,4,4,41
4,54,2,0,44
2,57,2,3,58
5,78,6,6,73
4,45,4,1,45
4,94,4,6,90
4,50,3,1,41
5,71,6,5,67
3,79,5,4,69
3,59,5,5,53
4,72,5,4,66
4,79,5,5,84
5,47,5,2,49
6,90,5,5,81
5,74,6,5,66
4,44,3,0,43
3,74,4,4,72
6,86,6,5,87
2,53,2,1,43
3,60,3,4,50
6,86,6,6,79
5,63,4,3,56
4,56,2,2,43
4,57,3,1,51
5,73,4,4,78
4,51,4,3,40
3,55,4,2,49
4,43,5,4,42
6,64,5,6,67
6,73,6,4,66
3,67,3,3,55
6,85,6,8,88
4,50,3,4,37
4,52,2,2,52
5,70,4,3,62
5,99,4,5,98
3,64,3,5,51
4,78,4,5,77
4,49,4,2,43
4,63,5,3,61
2,40,3,0,22
4,92,5,4,88
3,64,4,2,58
3,67,5,4,67
4,75,3,4,62
5,57,4,2,61
3,45,2,3,42
4,41,4,2,46
3,42,3,3,29
4,85,4,7,84
3,47,3,2,44
4,70,5,5,61
6,87,5,4,81
4,58,2,3,46
6,89,6,6,98
4,45,3,1,45
3,53,2,2,50
2,42,3,-1,35
5,87,6,8,83
2,40,4,3,35
6,83,4,6,78
4,69,4,5,60
6,85,5,6,84
4,58,3,2,46
9,93,7,7,94
4,58,4,2,49
4,48,4,1,40
2,46,2,1,39
6,85,5,5,89
6,76,4,5,82
7,89,5,7,99
6,80,5,6,83
5,92,7,8,99
3,46,3,1,46
4,48,3,3,34
2,43,4,1,30
4,64,5,3,56
5,88,6,6,97
5,51,3,5,58
2,45,4,2,43
2,57,4,3,60
5,79,6,5,74
4,60,3,5,51
4,54,3,4,48
2,42,1,0,29
2,41,2,-1,27
7,95,7,6,100
4,94,5,6,91
5,80,5,4,77
6,79,5,6,72
4,98,6,7,100
4,43,3,1,46
4,71,4,4,67
1,41,1,-1,35
4,85,6,7,80
3,68,3,3,57
2,41,1,-1,35
6,73,4,6,75
5,66,5,4,71
7,99,8,7,100
6,93,7,7,90
4,78,3,3,73
5,83,6,7,78
4,77,4,6,79
3,57,5,4,63
4,75,4,3,75
3,58,3,3,45
5,66,5,5,72
5,84,5,6,82
4,59,2,1,57
3,60,3,6,62
3,62,4,3,59
4,69,3,4,59
4,64,4,4,56
4,70,3,3,62
3,66,4,2,56
4,73,4,4,80
4,47,2,1,35
3,58,4,2,58
5,80,3,3,72
4,65,5,4,70
5,67,5,5,57
3,43,3,2,26
5,70,4,4,59
4,55,5,4,60
5,90,7,7,95
4,49,2,1,37
4,77,4,6,72
3,87,4,5,86
3,49,3,4,40
4,84,5,7,81
5,48,4,4,36
5,78,4,4,85
6,75,6,6,78
5,90,5,6,93
7,97,5,8,100
5,75,4,6,65
3,58,2,2,55
7,99,7,8,100
4,58,4,4,50
2,51,4,1,41
3,52,3,1,40
2,64,2,3,46
4,75,4,4,81
3,64,3,6,54
5,67,3,3,58
5,81,5,5,90
7,92,7,8,94
6,78,5,4,76
3,69,3,3,61
4,44,5,2,45
2,56,3,3,55
5,57,3,4,59
4,82,4,6,75
6,86,6,5,97
3,60,4,4,52
5,61,5,4,61
4,78,5,5,82
6,89,6,7,99
5,97,6,5,100
5,96,6,7,94
2,45,4,2,43
5,89,5,6,87
3,55,4,5,45
3,41,2,2,23
6,90,5,5,87
1,40,1,-1,34
6,96,4,5,100
3,69,4,3,54
5,97,4,6,88
5,82,6,5,79
5,91,6,6,97
4,76,5,5,81
4,87,5,5,93
3,62,3,3,54
4,40,3,0,33
2,58,3,2,54
6,85,4,5,78
3,42,4,1,37
2,41,2,0,24
7,95,7,9,100
4,76,5,6,79
5,56,5,4,51
5,67,5,3,65
3,57,5,2,48
4,72,5,4,65
5,54,4,4,57
4,61,3,3,57
6,80,5,4,89
5,66,3,4,62
6,94,5,6,100
3,76,3,3,73
6,71,5,6,70
7,99,6,9,100
5,84,3,6,81
5,58,3,3,61
4,67,3,5,63
6,67,4,5,63
4,95,5,5,100
3,49,3,3,42
5,59,3,3,57
5,64,4,3,69
4,60,5,4,67
4,53,4,1,48
5,61,4,5,68
5,92,7,8,100
4,65,5,3,68
6,83,5,6,82
4,50,2,1,40
4,94,5,6,90
4,46,3,1,32
3,56,5,2,49
3,57,3,3,61
3,46,4,1,39
5,95,7,6,100
5,59,4,4,63
3,77,4,5,69
4,50,2,0,35
7,83,6,7,79
5,97,6,6,94
5,55,5,4,62
4,90,4,6,88
4,94,6,4,85
4,66,4,4,58
4,90,4,6,86
4,50,3,2,34
4,55,4,3,41
5,62,4,4,69
9,99,7,8,97
7,98,5,7,92
3,51,4,1,42
7,98,5,7,100
4,79,4,7,69
1,42,1,0,20
3,41,2,2,28
5,99,6,6,100
4,77,5,5,74
5,87,4,7,90
5,91,7,6,100
4,63,3,3,50
4,68,6,6,70
3,86,3,4,82
4,85,5,5,91
5,73,3,6,64
3,59,3,3,43
4,57,2,3,55
3,53,4,3,40
4,57,5,3,55
3,41,3,1,36
3,40,3,0,30
3,59,2,1,54
5,73,5,5,80
3,80,5,6,89
4,80,5,6,78
5,87,4,4,80
4,50,3,1,47
5,66,5,4,69
4,62,3,3,48
5,77,4,5,71
5,83,5,7,81
3,42,2,2,30
3,51,3,1,46
6,69,6,6,67
6,70,4,5,73
3,62,4,3,48
3,40,2,1,38
5,80,4,4,69
5,59,5,2,54
4,93,4,7,83
1,45,3,-1,26
2,50,4,2,33
5,74,3,5,75
4,43,2,0,34
5,68,5,3,58
7,98,7,6,100
5,49,3,3,36
6,90,5,7,87
3,68,3,3,67
4,77,6,4,69
3,40,2,1,38
4,79,6,6,90
3,47,5,4,52
5,96,4,5,100
6,77,6,6,72
5,56,5,4,59
3,58,5,4,56
5,72,4,3,76
5,54,4,2,54
5,84,4,6,86
5,70,5,3,61
5,60,3,5,65
3,42,3,1,30
2,41,1,1,35
4,74,4,5,63
3,80,4,3,77
5,98,4,6,91
4,55,5,3,52
7,95,9,7,100
5,84,4,6,79
5,90,5,7,100
4,98,4,5,95
5,89,5,7,95
3,60,3,3,58
2,51,3,0,41
3,67,3,2,64
4,51,5,4,51
5,72,4,4,76
4,59,5,2,61
5,79,4,5,82
4,88,6,6,95
2,60,3,2,45
7,99,7,9,100
4,91,6,7,98
7,93,9,9,100
5,78,4,6,68
4,80,4,5,78
6,88,4,5,93
6,98,6,6,100
6,81,5,6,87
5,75,6,4,69
3,61,2,1,49
5,65,3,3,53
3,46,4,1,45
2,46,2,2,43
2,47,3,2,30
4,65,6,4,61
5,63,5,4,63
4,63,5,3,70
5,79,4,5,70
4,87,5,7,87
2,51,2,1,45
5,86,4,5,81
2,47,3,2,33
7,93,7,7,100
4,48,4,2,45
5,42,5,4,42
9,93,7,7,100
3,60,5,5,56
6,70,6,5,64
4,87,6,6,93
5,86,5,5,87
2,63,4,3,55
3,43,3,2,38
4,59,3,5,47
5,55,3,4,58
2,49,4,2,38
6,82,6,5,86
4,65,6,4,56
3,68,3,5,70
1,44,1,2,25
2,50,4,1,47
5,68,5,5,63
5,84,4,7,95
4,54,3,2,45
3,45,2,0,41
7,87,6,8,94
5,54,4,2,40
6,82,6,8,86
4,59,4,4,60
3,73,3,4,70
6,99,5,5,90
6,99,5,6,100
2,41,3,0,21
5,83,4,6,84
4,55,3,4,43
5,58,5,4,47
4,73,4,4,69
5,88,5,6,95
4,53,5,2,50
3,63,5,4,66
3,67,3,3,63
6,87,4,8,87
5,71,4,4,70
5,76,5,6,78
3,49,3,3,35
6,88,5,4,93
4,84,5,4,77
6,87,5,6,81
3,48,4,4,39
5,63,4,4,67
3,75,3,5,68
5,95,5,6,90
4,68,3,3,65
4,99,4,6,100
4,68,5,5,70
7,97,5,7,100
6,87,5,8,81
3,62,4,4,66
4,66,5,4,58
5,70,3,5,68
5,82,6,4,87
2,46,4,1,41
5,88,6,5,87
6,93,6,7,100
5,84,5,6,85
2,43,1,0,26
4,53,4,2,58
6,81,6,6,83
6,81,4,6,87
3,49,3,3,52
5,98,7,7,100
6,83,5,6,80
5,73,6,6,78
3,65,3,3,63
4,62,3,1,51
5,48,3,2,45
3,76,3,5,81
2,47,2,2,44
5,92,6,6,95
3,53,4,5,45
3,46,2,3,33
2,46,2,2,34
3,48,1,1,43
2,42,3,0,33
3,53,5,3,47
4,56,2,2,53
5,89,5,6,80
6,83,4,5,92
2,61,4,1,58
4,85,6,6,76
4,65,3,4,59
5,97,5,5,91
3,67,5,4,72
5,84,6,5,78
4,53,3,4,45
1,48,3,2,39
5,90,4,7,83
3,65,3,2,52
4,41,3,0,23
4,50,5,3,47
5,56,5,4,64
4,73,6,6,80
2,58,4,0,46
4,78,5,6,76
2,57,3,2,53
4,52,4,3,55
2,44,4,3,47
5,89,5,8,100
5,62,4,2,51
7,97,9,8,100
8,95,7,7,94
3,63,3,2,48
4,68,3,1,58
4,87,4,4,81
6,86,7,8,95
3,47,4,1,35
4,65,4,2,51
2,54,3,3,52
5,96,5,5,100
1,40,1,-1,16
4,67,3,5,58
7,88,6,7,100
4,86,4,7,82
4,85,4,5,87
4,53,4,3,52
3,81,5,6,78
5,73,4,6,77
8,98,7,7,96
3,70,4,5,73
2,45,4,3,29
4,88,4,7,98
3,44,3,3,41
5,70,4,4,58
5,76,4,4,64
4,54,4,2,52
4,54,2,3,40
5,91,4,5,84
3,82,5,5,80
3,44,4,1,42
4,67,4,4,63
4,72,6,4,77
2,50,1,-1,28
6,82,4,7,80
5,45,5,3,51
3,62,5,4,52
4,79,6,5,79
2,41,4,2,30
3,54,5,2,46
4,62,5,3,58
5,61,4,5,65
2,48,2,2,39
5,86,4,5,95
5,79,5,6,90
5,69,6,5,76
4,55,3,3,46
6,98,5,8,100
6,85,5,6,88
5,86,6,6,88
4,91,5,6,100
6,69,4,5,63
6,84,6,6,86
4,48,3,2,46
4,40,4,1,33
7,98,6,8,100
5,77,4,4,85
3,47,3,4,52
8,98,7,8,100
4,98,6,5,88
5,91,4,5,87
3,57,5,5,64
4,66,5,2,53
4,57,2,0,39
4,71,4,4,74
8,97,7,9,100
4,88,6,8,89
6,71,6,4,78
6,92,4,7,96
6,87,6,6,89
5,84,6,4,89
5,93,6,8,88
4,75,4,3,64
6,75,6,5,81
4,60,3,3,48
4,85,4,5,84
5,71,4,4,68
3,70,3,4,69
5,76,5,5,78
5,55,5,2,53
6,85,5,6,87
5,85,6,6,96
4,53,4,2,58
5,96,5,7,89
5,63,5,2,65
3,64,4,5,64
4,85,4,6,92
6,90,6,6,100
4,74,5,5,72
3,56,2,3,45
5,85,4,6,83
3,81,4,4,76
4,84,6,6,81
6,93,6,7,88
3,43,2,2,36
5,50,3,4,37
5,86,6,6,95
2,54,3,0,36
4,69,3,3,69
4,63,5,4,61
3,41,5,2,30
5,82,5,6,78
3,73,5,4,72
4,62,2,3,55
6,70,5,4,67
6,76,4,4,69
5,52,4,2,43
5,72,4,2,60
3,46,1,1,46
4,71,3,2,71
4,46,2,2,38
4,81,5,3,76
4,77,6,4,72
5,91,6,5,100
5,83,4,4,89
4,52,3,3,55
5,63,4,4,70
6,67,4,4,60
4,71,4,4,70
5,82,6,6,74
5,57,4,4,56
5,73,3,4,65
6,87,6,6,80
4,73,5,5,81
7,90,7,7,100
3,77,3,4,82
4,40,4,2,28
5,82,6,7,87
6,89,6,5,84
4,81,4,7,81
6,70,6,4,76
4,89,5,7,96
6,99,6,6,100
2,40,3,1,38
4,90,4,6,79
3,55,4,2,52
8,97,7,7,96
4,78,4,7,78
3,54,3,1,43
4,72,5,5,72
4,62,2,1,44
5,92,5,4,99
4,80,5,5,76
5,73,4,4,77
3,56,4,0,55
4,64,3,2,50
5,95,5,6,96
4,81,4,3,83
3,45,3,2,38
4,70,4,4,76
2,44,3,0,35
3,79,5,3,78
6,79,6,6,81
3,69,5,6,64
2,44,2,0,39
4,51,3,3,44
2,46,2,0,27
4,84,4,5,85
5,52,4,3,43
5,88,4,7,97
4,43,2,2,46
6,89,4,5,86
5,81,6,7,92
4,42,2,2,37
2,51,3,1,39
4,40,4,0,43
3,66,5,3,53
6,82,4,4,72
6,89,5,6,88
5,52,4,2,57
2,56,4,3,49
4,47,2,2,32
4,71,4,3,61
3,59,4,3,53
5,90,6,7,84
5,56,4,3,48
3,73,4,4,76
4,74,6,5,70
3,74,5,5,77
6,77,4,6,77
4,81,6,5,86
2,63,3,2,51
5,93,6,7,100
3,57,3,1,40
4,89,4,5,80
3,85,5,4,91
5,87,6,6,92
6,78,4,4,83
3,72,3,4,65
4,88,5,5,86
4,62,4,3,68
4,64,4,6,63
4,76,4,4,78
3,66,4,4,61
2,40,4,3,34
2,60,3,4,52
9,98,8,8,100
5,88,6,5,79
3,49,2,3,48
5,70,5,6,62
6,83,5,7,89
5,64,3,3,65
4,59,4,3,51
7,96,8,8,100
3,41,4,1,33
5,94,4,5,100
4,87,4,6,95
3,54,4,5,47
5,67,3,4,72
3,52,3,3,47
4,89,4,5,97
6,99,5,6,100
5,91,5,6,98
5,93,7,7,100
4,53,3,3,42
5,89,4,5,97
2,41,4,1,34
6,73,6,5,83
3,74,3,3,69
4,76,6,6,76
4,64,4,4,64
5,87,6,6,98
6,93,6,7,100
5,54,3,2,58
4,51,4,4,52
2,48,3,1,37
6,97,5,5,98
3,70,4,5,61
5,53,3,3,54
4,68,4,4,56
6,92,6,6,100
5,87,5,4,93
5,82,4,4,85
4,77,3,5,71
4,81,4,4,81
5,99,7,7,97
2,47,2,2,43
5,87,4,4,78
2,42,1,2,42
2,41,4,3,25
4,55,4,1,44
4,58,4,4,47
3,69,3,3,67
6,80,6,4,75
4,55,3,4,52
3,70,4,5,73
6,93,5,7,100
6,97,5,6,100
4,67,4,4,70
3,43,4,0,41
3,49,3,2,46
5,90,5,8,100
5,84,6,4,80
4,57,3,4,62
4,86,6,7,98
5,71,6,5,73
3,69,5,4,73
4,75,3,2,71
3,48,4,2,39
4,75,4,4,66
4,68,3,2,67
2,55,3,4,39
6,67,5,5,73
4,60,4,3,57
5,86,7,7,85
5,95,5,7,95
2,41,1,-1,25
6,99,6,7,100
8,98,9,8,100
6,85,5,5,95
5,74,4,5,78
7,93,5,7,91
4,67,5,4,72
6,94,7,8,90
3,75,5,4,73
4,70,3,4,75
3,72,5,4,75
2,62,3,2,51
4,99,6,6,100
6,80,6,7,85
3,56,5,5,64
4,85,6,6,80
5,88,5,7,81
2,40,3,0,20
4,81,5,6,81
2,62,3,1,48
5,87,6,6,79
3,66,4,4,62
5,64,4,5,66
4,71,5,3,61
3,58,3,2,50
5,63,6,5,67
5,96,6,5,100
3,42,4,1,28
5,99,6,7,95
3,51,5,2,41
5,74,4,6,81
3,54,2,1,48
2,56,3,2,45
4,89,4,5,86
5,71,5,5,61
2,46,2,2,34
4,58,5,2,47
2,46,3,0,31
3,44,3,2,34
5,97,6,5,99
5,79,5,4,80
3,60,4,1,47
5,87,5,6,81
6,87,5,5,97
7,90,6,6,100
6,96,7,6,100
7,86,7,6,98
2,46,2,3,42
6,76,6,4,74
4,62,3,4,66
3,50,2,1,37
3,49,3,1,35
5,96,5,6,87
4,60,4,3,56
4,94,4,4,84
6,98,4,8,100
5,80,3,5,85
3,72,4,5,72
2,59,2,2,41
6,72,5,5,66
4,79,5,6,76
4,74,4,2,65
4,73,4,6,69
5,75,4,4,76
5,66,5,2,71
4,58,5,3,56
6,82,6,5,80
2,44,4,1,35
4,68,5,2,67
4,95,5,7,99
4,49,2,2,45
7,95,7,8,94
4,98,4,6,100
5,94,6,5,96
5,79,6,6,72
3,52,3,1,34
6,68,4,5,74
3,44,1,1,28
5,97,5,6,100
7,97,6,9,96
8,98,8,7,100
4,51,3,4,41
7,98,7,8,100
3,52,3,3,51
4,61,5,2,50
6,79,6,6,84
4,54,3,1,45
2,52,4,1,50
3,40,4,2,43
7,93,6,6,89
4,77,3,4,77
4,82,4,4,87
5,84,6,6,81
5,92,5,7,91
6,91,4,7,98
2,40,2,0,38
4,50,4,4,50
6,97,4,5,93
6,82,6,5,84
3,79,3,5,75
2,61,3,1,56
6,74,4,5,70
8,99,8,9,100
6,90,6,7,98
5,83,6,5,77
2,45,3,1,28
3,67,3,4,69
4,70,3,2,69
4,94,4,5,97
3,47,3,1,49
3,44,2,1,38
3,81,3,4,83
6,93,6,6,100
7,87,5,8,85
5,83,4,6,74
4,56,3,4,57
5,77,4,5,80
4,48,4,3,48
3,49,2,2,49
2,59,2,2,60
2,53,2,3,37
3,53,4,4,45
4,65,3,3,53
4,68,6,6,62
5,88,6,7,89
3,66,4,3,69
3,64,2,3,55
3,55,5,4,51
6,75,5,6,76
3,73,4,5,80
2,55,4,2,50
3,72,5,4,74
4,42,4,2,28
4,62,3,5,57
2,50,4,2,51
5,87,6,5,80
6,97,6,6,90
5,57,3,2,53
5,86,5,5,81
4,80,6,7,83
5,83,6,6,75
5,68,4,4,57
7,98,7,6,100
5,89,7,8,89
2,44,3,3,39
5,63,4,3,68
5,68,5,6,60
3,68,4,3,72
5,99,6,6,96
2,65,3,3,56
5,79,5,5,84
4,42,2,3,34
4,41,3,0,40
5,64,5,2,68
3,58,5,3,53
6,79,5,5,84
4,41,3,1,30
5,58,4,2,62
4,40,3,1,37
3,66,4,4,69
4,93,5,6,94
6,84,7,7,92
6,94,6,7,90
4,91,6,4,94
6,88,5,4,85
5,74,3,3,68
4,80,5,7,77
3,44,3,2,27
6,77,5,4,76
3,43,3,0,38
5,56,3,4,59
6,92,6,8,89
4,60,5,4,66
6,92,5,5,97
4,87,4,6,78
5,70,5,3,76
6,87,5,6,87
3,61,4,3,63
4,50,2,3,35
5,73,3,3,64
7,88,7,7,100
4,54,3,4,51
4,89,5,6,98
5,49,5,2,50
4,77,4,6,70
5,71,4,4,62
8,92,8,7,89
5,87,6,5,93
3,70,4,5,72
5,76,6,4,78
6,83,5,6,79
4,67,5,3,54
5,70,3,2,74
2,45,3,3,35
5,53,4,4,57
4,97,5,7,97
5,62,4,3,66
5,55,5,4,52
5,64,5,3,53
3,78,3,4,83
4,41,2,2,32
6,77,6,5,73
4,80,4,5,71
4,78,3,4,66
4,73,5,3,78
4,90,6,4,85
6,79,4,7,76
4,82,5,5,86
4,64,5,4,72
5,75,6,4,76
2,55,4,3,55
6,96,4,6,90
3,57,3,4,48
3,52,4,3,44
5,98,6,7,100
5,76,5,2,70
4,66,5,3,64
6,73,5,5,72
2,50,4,0,49
3,40,3,3,33
4,52,2,4,38
6,69,4,4,73
2,44,3,1,38
3,57,4,3,55
2,53,3,2,36
3,52,3,3,36
4,71,6,6,67
3,46,2,1,43
4,47,4,2,45
7,89,7,7,85
4,46,4,4,39
6,91,5,6,94
4,88,5,5,96
3,55,4,3,41
4,82,4,5,76
4,70,4,4,73
5,90,4,6,82
4,66,5,5,60
8,99,9,7,100
3,72,3,4,58
4,92,5,5,89
4,68,5,3,74
2,47,3,3,44
4,72,6,4,73
5,80,5,4,78
3,58,3,2,52
2,60,2,2,60
5,80,4,4,69
3,60,4,5,55
4,64,3,3,64
6,81,4,6,85
5,95,5,7,100
5,62,5,4,51
2,50,4,3,46
4,72,4,5,80
3,59,5,4,64
4,64,4,5,71
3,65,4,4,52
4,79,3,4,76
4,91,6,5,89
4,51,4,1,48
4,71,5,5,73
4,72,5,6,74
3,49,3,2,37
4,43,4,3,34
5,54,4,4,54
6,90,6,8,97
2,45,4,2,43
5,66,3,2,70
2,44,3,3,45
3,44,2,1,35
3,57,4,5,55
4,67,5,4,68
4,74,5,4,72
9,98,9,9,97
4,61,2,2,54
3,73,3,4,74
4,43,2,3,30
5,57,3,5,57
3,80,5,4,69
5,90,5,7,88
3,65,3,3,68
6,81,6,5,92
3,61,5,4,62
6,86,6,8,100
4,72,4,6,80
6,82,5,6,92
5,53,5,3,49
4,70,3,3,67
5,49,5,4,55
7,90,7,8,92
3,63,3,4,57
4,60,2,0,43
6,87,5,5,91
4,47,2,2,44
3,71,3,3,75
5,70,5,4,65
5,73,4,6,67
4,62,3,2,60
4,64,3,5,67
3,46,3,3,49
2,58,4,1,48
4,46,3,2,49
4,86,5,6,80
4,47,3,1,39
4,53,5,4,59
2,40,3,1,33
3,52,3,1,50
2,42,3,2,25
6,92,5,6,96
6,67,4,4,76
6,77,6,7,73
6,90,6,6,100
3,54,5,3,44
6,75,6,7,86
7,92,7,6,87
3,42,4,1,41
4,43,4,1,30
3,44,3,0,34
5,89,4,6,99
3,65,4,3,56
3,64,3,3,55
5,49,5,2,40
3,47,2,3,45
2,51,4,2,41
6,93,6,5,96
5,97,6,7,95
5,98,4,6,93
4,42,2,2,26
3,66,4,3,58
6,89,5,6,92
5,62,4,4,51
3,79,3,5,74
9,97,9,8,100
4,72,3,5,68
3,53,2,3,53
4,93,6,7,100
3,62,3,5,67
4,70,5,5,70
2,52,3,2,35
7,96,5,8,95
3,51,2,3,40
5,74,5,4,77
3,57,2,2,47
4,60,5,2,59
6,84,4,7,82
6,86,5,5,83
5,81,4,7,83
4,40,4,0,28
4,77,6,6,76
4,80,5,4,77
5,81,5,6,74
6,86,6,6,85
3,48,3,0,36
2,62,4,3,47
4,53,4,3,57
5,50,5,2,48
4,46,4,0,41
4,70,4,4,63
4,63,4,4,70
4,65,4,5,72
3,69,5,3,69
5,73,6,6,65
6,85,4,7,81
5,77,5,6,75
2,44,4,2,34
4,44,2,0,44
4,58,4,2,63
4,90,6,6,81
4,77,6,6,82
6,67,5,5,78
3,65,5,3,62
3,81,3,4,72
4,62,4,3,63
5,85,7,8,98
6,88,4,6,94
5,69,5,4,72
3,42,4,0,26
4,67,3,5,65
4,72,3,4,58
3,81,3,3,70
3,42,2,-1,23
4,44,3,3,39
7,96,5,7,99
5,58,5,3,62
6,81,4,6,88
7,97,8,8,98
7,96,7,7,99
4,87,4,7,97
2,40,4,2,33
4,77,6,4,85
4,48,3,3,38
7,99,8,8,100
2,44,4,0,31
5,98,7,6,91
5,85,6,5,84
5,81,4,7,78
5,73,6,7,82
5,76,6,5,85
4,72,4,4,62
3,64,5,5,63
5,81,5,5,90
6,68,5,5,61
5,97,7,8,92
4,64,5,4,59
6,93,6,6,86
5,98,5,8,100
2,48,2,2,37
2,42,3,2,27
4,54,2,1,53
5,43,5,2,48
5,84,5,7,90
6,77,6,5,70
5,59,3,4,50
4,88,5,6,80
5,62,3,3,68
5,76,4,3,78
6,86,5,7,79
3,47,4,1,49
7,96,6,6,91
3,76,5,3,66
7,95,7,7,96
5,84,5,5,88
5,72,4,4,77
4,72,3,3,69
4,46,2,2,39
4,61,3,4,59
4,44,5,4,41
4,85,5,7,85
2,54,2,1,34
3,60,3,1,45
3,64,3,5,70
3,56,4,2,47
6,95,6,6,99
5,89,6,7,95
3,46,3,4,33
4,93,5,7,95
4,97,5,5,88
6,89,5,7,100
6,99,6,6,100
3,58,4,3,45
6,91,5,7,95
3,46,4,2,39
4,79,6,5,78
3,84,5,5,89
8,98,8,8,100
5,89,5,6,88
5,63,4,4,68
4,50,4,2,45
4,80,5,4,88
5,94,6,6,93
3,40,2,0,37
6,93,6,8,100
6,71,5,4,71
4,79,4,6,88
7,92,7,7,90
6,83,5,7,77
3,41,5,2,28
4,54,2,2,40
4,60,4,4,55
4,63,3,3,48
5,89,5,5,96
2,56,2,2,52
6,86,4,6,85
4,91,6,5,96
4,91,5,5,85
3,48,5,3,38
3,74,4,4,64
4,59,4,2,55
3,58,2,3,61
5,57,5,4,52
5,59,5,3,53
5,69,5,3,71
5,79,5,5,89
2,40,2,1,21
3,63,2,2,48
4,63,6,4,61
5,86,5,5,90
4,58,4,3,44
3,69,3,2,64
5,65,3,4,71
4,81,4,5,87
4,83,4,5,87
7,99,6,6,100
5,77,3,3,71
3,68,3,5,62
2,52,4,3,52
2,43,3,2,30
6,84,4,5,77
2,56,3,4,55
6,72,4,6,64
2,44,4,2,28
2,67,4,2,52
3,63,2,2,57
3,56,3,4,61
6,89,4,6,93
6,78,5,5,72
3,87,4,3,77
5,79,4,5,83
4,83,4,5,79
6,85,6,5,77
5,90,4,5,88
4,50,4,2,51
4,51,2,3,52
4,52,2,3,48
4,47,4,1,51
3,40,1,1,28
4,48,4,2,40
3,67,4,4,65
4,41,3,0,30
2,53,4,3,47
4,52,2,1,51
6,87,4,6,81
4,41,4,1,40
2,43,2,1,35
4,51,4,2,56
4,87,6,6,82
4,49,4,3,55
2,42,2,1,22
4,43,4,0,44
4,45,4,1,32
5,62,5,4,60
4,44,4,1,33
4,89,4,6,88
2,42,2,2,42
5,49,4,4,39
5,82,4,5,91
3,58,4,2,49
4,53,2,0,34
3,60,3,1,62
7,99,7,7,100
6,82,4,5,85
3,67,4,3,54
4,60,3,2,50
4,75,6,5,69
4,63,3,1,46
6,93,4,5,100
4,77,3,3,63
5,56,3,4,48
5,61,5,4,63
5,58,5,3,66
5,84,5,5,83
5,93,6,8,100
3,49,4,0,32
3,50,4,0,38
4,77,5,6,81
2,41,2,0,21
5,72,4,3,77
4,82,6,5,83
4,70,4,4,60
5,87,5,5,79
6,74,5,5,74
6,76,5,4,84
6,86,6,4,87
6,86,5,6,94
5,75,3,3,75
4,62,5,4,57
6,75,4,4,65
6,79,6,7,93
4,78,5,5,76
3,65,2,2,63
4,64,5,4,70
4,56,3,4,51
4,54,3,3,41
4,76,6,4,76
5,84,4,7,92
4,43,2,1,30
